"","TL0_keTL0_thy","TL0_negroot_thy","TL0_posroot_thy","T0_thy","Ttot_thy","Lss_thy","Dss_thy","SCIM_thy_keTL0","SCIM_thy_keTL_negroot","SCIM_thy_keTL_posroot","AFIR_thy","param.to.change","fold.change.param","TL0_sim","T0_sim","Ttot_sim","L_sim","D_sim","SCIM_sim","time_idx","TLss","param.to.change1","fold.change.param1","param","drug"
"194",8.62727e-07,4.78547e-08,243.794,0.002,0.2,0.01,8822.94,0.203993,0.204,4.00435e-11,0.20441,0.352371,261.016,4.78548e-08,0.00199996,0.171792,0.00999998,8845.57,0.174084,314.9,8.33073e-09,0.352371,261.016,"koff_TL","VEGFR2"
"195",2.25185e-07,4.13595e-08,282.08,0.002,0.2,0.01,8822.94,0.203993,0.203999,2.9911e-11,0.20441,1.35,1000,4.13595e-08,0.00199996,0.171792,0.00999999,8845.57,0.174175,314.9,7.20382e-09,1.35,1000,"koff_TL","VEGFR2"
"196",2.25185e-08,0,2303150,0.002,0.2,0.01,8822.94,0.203993,Inf,4.48661e-19,0.20441,1.52e-06,1e-04,5.06553e-12,0.002,0.171792,0.01,8845.57,0.17404,314.9,8.81603e-13,1.52e-06,1e-04,"kon_TL","VEGFR2"
"197",8.62727e-08,5.17401e-11,601158,0.002,0.2,0.01,8822.94,0.203993,0.076515,6.58545e-18,0.20441,5.8234e-06,0.000383119,1.9407e-11,0.002,0.171792,0.01,8845.57,0.17404,314.9,3.37758e-12,5.8234e-06,0.000383119,"kon_TL","VEGFR2"
"198",3.30527e-07,7.76102e-11,156912,0.002,0.2,0.01,8822.94,0.203993,0.195429,9.66611e-17,0.20441,2.23105e-05,0.0014678,7.43518e-11,0.002,0.171792,0.01,8845.57,0.17404,314.9,1.29402e-11,2.23105e-05,0.0014678,"kon_TL","VEGFR2"
"199",1.26631e-06,2.84571e-10,40956.4,0.002,0.2,0.01,8822.94,0.203993,0.204197,1.41879e-15,0.20441,8.54759e-05,0.00562341,2.84856e-10,0.002,0.171792,0.01,8845.57,0.174039,314.9,4.95762e-11,8.54759e-05,0.00562341,"kon_TL","VEGFR2"
"200",4.85147e-06,1.09139e-09,10690.3,0.002,0.2,0.01,8822.94,0.203992,0.203982,2.0825e-14,0.20441,0.000327474,0.0215443,1.09134e-09,0.002,0.171792,0.01,8845.57,0.174039,314.9,1.89935e-10,0.000327474,0.0215443,"kon_TL","VEGFR2"
"201",1.85869e-05,4.18105e-09,2790.34,0.002,0.2,0.01,8822.94,0.20399,0.203996,3.05669e-13,0.20441,0.00125461,0.0825404,4.1811e-09,0.002,0.171792,0.01,8845.57,0.17404,314.9,7.27678e-10,0.00125461,0.0825404,"kon_TL","VEGFR2"
"202",7.12098e-05,1.60184e-08,728.327,0.002,0.2,0.01,8822.94,0.203979,0.203996,4.48657e-12,0.20441,0.00480666,0.316228,1.60185e-08,0.00199999,0.171792,0.00999999,8845.57,0.174041,314.9,2.78787e-09,0.00480666,0.316228,"kon_TL","VEGFR2"
"203",0.000272818,6.13679e-08,190.11,0.002,0.2,0.01,8822.94,0.203937,0.204001,6.58519e-11,0.20441,0.0184152,1.21153,6.1368e-08,0.00199995,0.171791,0.00999998,8845.57,0.174045,314.9,1.06808e-08,0.0184152,1.21153,"kon_TL","VEGFR2"
"204",0.00104522,2.35086e-07,49.6272,0.002,0.2,0.01,8822.94,0.203776,0.204023,9.66468e-10,0.20441,0.0705522,4.64159,2.35087e-07,0.0019998,0.17179,0.00999992,8845.57,0.174061,314.9,4.09194e-08,0.0705522,4.64159,"kon_TL","VEGFR2"
"205",0.00400442,9.00283e-07,12.9589,0.002,0.2,0.01,8822.94,0.203164,0.204109,1.41799e-08,0.20441,0.270298,17.7828,9.00286e-07,0.00199923,0.171783,0.00999969,8845.57,0.174123,314.9,1.5676e-07,0.270298,17.7828,"kon_TL","VEGFR2"
"206",0.0153417,3.44364e-06,3.38789,0.002,0.2,0.01,8822.94,0.20085,0.204435,2.07799e-07,0.20441,1.03556,68.1292,3.44364e-06,0.00199705,0.171756,0.0099988,8845.57,0.174359,314.9,6.0043e-07,1.03556,68.1292,"kon_TL","VEGFR2"
"207",0.0587769,1.3113e-05,0.8897,0.002,0.2,0.01,8822.94,0.192456,0.205683,3.0315e-06,0.20441,3.96744,261.016,1.3113e-05,0.00198876,0.171655,0.00999542,8845.55,0.175261,314.9,2.29821e-06,3.96744,261.016,"kon_TL","VEGFR2"
"208",0.225185,4.91023e-05,0.237599,0.002,0.2,0.01,8822.94,0.165891,0.210434,4.34884e-05,0.20441,15.2,1000,4.91023e-05,0.00195791,0.171267,0.00998253,8845.56,0.178676,314.9,8.7734e-06,15.2,1000,"kon_TL","VEGFR2"
"209",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.000417093,0.000417106,9.17321e-14,0.000417095,0.0036,1e-04,5.06538e-08,0.00199996,0.199934,0.01,8845.52,0.000322727,314.9,1.63473e-11,0.0036,1e-04,"koff_DT","VEGFR2"
"210",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.000474852,0.000474868,1.04435e-13,0.000474855,0.0137923,0.000383119,5.06538e-08,0.00199996,0.199924,0.01,8845.53,0.000471279,314.9,2.38721e-11,0.0137923,0.000383119,"koff_DT","VEGFR2"
"211",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.000696139,0.000696162,1.53103e-13,0.000696144,0.0528408,0.0014678,5.06538e-08,0.00199996,0.199889,0.01,8845.52,0.000690778,314.9,3.49905e-11,0.0528408,0.0014678,"koff_DT","VEGFR2"
"212",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.00154392,0.00154397,3.39558e-13,0.00154395,0.202443,0.00562341,5.06538e-08,0.00199996,0.199754,0.01,8845.52,0.00153081,314.9,7.75413e-11,0.202443,0.00562341,"koff_DT","VEGFR2"
"213",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.00479178,0.00479196,1.05387e-12,0.00479203,0.775596,0.0215443,5.06538e-08,0.00199996,0.199239,0.01,8845.52,0.00473947,314.9,2.40072e-10,0.775596,0.0215443,"koff_DT","VEGFR2"
"214",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.0172328,0.0172336,3.79011e-12,0.0172361,2.97146,0.0825404,5.06538e-08,0.00199996,0.197289,0.01,8845.52,0.0168785,314.9,8.54962e-10,2.97146,0.0825404,"koff_DT","VEGFR2"
"215",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.0648646,0.0648714,1.42669e-11,0.0649115,11.3842,0.316228,5.06538e-08,0.00199996,0.190142,0.00999999,8845.53,0.0612394,314.9,3.10201e-09,11.3842,0.316228,"koff_DT","VEGFR2"
"216",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.246885,0.246961,5.4313e-11,0.247565,43.615,1.21153,5.06538e-08,0.00199996,0.166776,0.00999998,8845.56,0.20456,314.9,1.03617e-08,43.615,1.21153,"koff_DT","VEGFR2"
"217",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.937463,0.938484,2.06396e-10,0.947344,167.097,4.64159,5.06538e-08,0.00199996,0.11224,0.00999995,8845.62,0.523799,314.9,2.65324e-08,167.097,4.64159,"koff_DT","VEGFR2"
"218",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,3.48754,3.5014,7.70046e-10,3.62833,640.181,17.7828,5.06538e-08,0.00199996,0.0481357,0.00999991,8845.7,0.83982,314.9,4.254e-08,640.181,17.7828,"koff_DT","VEGFR2"
"219",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,12.038,12.2038,2.68392e-09,13.8997,2452.65,68.1292,5.06538e-08,0.00199996,0.0157158,0.0099999,8845.75,0.956574,314.9,4.84541e-08,2452.65,68.1292,"koff_DT","VEGFR2"
"220",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,33.4394,34.7484,7.64206e-09,53.2512,9396.57,261.016,5.06538e-08,0.00199996,0.00569961,0.0099999,8845.76,0.988529,314.9,5.00727e-08,9396.57,261.016,"koff_DT","VEGFR2"
"221",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,62.3926,67.1078,1.47587e-08,204.014,36000,1000,5.06538e-08,0.00199996,0.00297393,0.0099999,8845.77,0.996995,314.9,5.05016e-08,36000,1000,"koff_DT","VEGFR2"
"222",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,86.0945,95.3368,2.0967e-08,2044.1,2e-04,1e-04,5.06538e-08,0.00199996,0.00209755,0.0099999,8845.77,0.999698,314.9,5.06385e-08,2e-04,1e-04,"kon_DT","VEGFR2"
"223",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,76.922,84.2167,1.85214e-08,533.543,0.000766237,0.000383119,5.06538e-08,0.00199996,0.00237339,0.0099999,8845.76,0.998848,314.9,5.05954e-08,0.000766237,0.000383119,"kon_DT","VEGFR2"
"224",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,54.6252,58.206,1.2801e-08,139.263,0.0029356,0.0014678,5.06538e-08,0.00199996,0.00342585,0.0099999,8845.77,0.995598,314.9,5.04308e-08,0.0029356,0.0014678,"kon_DT","VEGFR2"
"225",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,25.8824,26.6599,5.86319e-09,36.3499,0.0112468,0.00562341,5.06538e-08,0.00199996,0.00739469,0.0099999,8845.73,0.983216,314.9,4.98036e-08,0.0112468,0.00562341,"kon_DT","VEGFR2"
"226",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,8.58196,8.66595,1.90586e-09,9.48789,0.0430887,0.0215443,5.06538e-08,0.00199996,0.0216926,0.00999991,8845.71,0.936819,314.9,4.74534e-08,0.0430887,0.0215443,"kon_DT","VEGFR2"
"227",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,2.41008,2.41672,5.31496e-10,2.47649,0.165081,0.0825404,5.06538e-08,0.00199996,0.0640796,0.00999992,8845.67,0.770877,314.9,3.90478e-08,0.165081,0.0825404,"kon_DT","VEGFR2"
"228",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.641787,0.642271,1.41252e-10,0.646402,0.632456,0.316228,5.06538e-08,0.00199996,0.130888,0.00999996,8845.6,0.417776,314.9,2.11619e-08,0.632456,0.316228,"kon_DT","VEGFR2"
"229",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.168405,0.168442,3.70447e-11,0.168721,2.42306,1.21153,5.06538e-08,0.00199996,0.176159,0.00999999,8845.55,0.147353,314.9,7.46397e-09,2.42306,1.21153,"kon_DT","VEGFR2"
"230",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.0440173,0.0440209,9.6813e-12,0.0440389,9.28318,4.64159,5.06538e-08,0.00199996,0.19321,0.01,8845.52,0.0422276,314.9,2.13899e-09,9.28318,4.64159,"kon_DT","VEGFR2"
"231",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.0114934,0.0114939,2.52779e-12,0.0114948,35.5656,17.7828,5.06538e-08,0.00199996,0.198185,0.01,8845.52,0.0113088,314.9,5.72833e-10,35.5656,17.7828,"kon_DT","VEGFR2"
"232",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.00300023,0.00300034,6.5985e-13,0.00300033,136.258,68.1292,5.06538e-08,0.00199996,0.199523,0.01,8845.52,0.00297196,314.9,1.50541e-10,136.258,68.1292,"kon_DT","VEGFR2"
"233",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.000783127,0.000783153,1.72235e-13,0.000783134,522.031,261.016,5.06538e-08,0.00199996,0.199875,0.01,8845.53,0.000777101,314.9,3.93631e-11,522.031,261.016,"kon_DT","VEGFR2"
"234",0.000225185,5.06537e-08,230.322,0.002,0.2,0.01,8822.94,0.00020441,0.000204416,4.49563e-14,0.00020441,2000,1000,5.06538e-08,0.00199996,0.199967,0.01,8845.52,0.00020293,314.9,1.02792e-11,2000,1000,"kon_DT","VEGFR2"
"235",1.5e-08,NA,Inf,1.5e-05,7.5e-06,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,4.5e-05,1e-04,6.71895e-07,1.9907e-05,7.5006e-06,0.01,7474.32,1.78017e-06,314.9,1.19608e-12,4.5e-05,1e-04,"ksynT","Atezoli"
"236",5.74678e-08,NA,Inf,5.74678e-05,2.87339e-05,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,0.000172403,0.000383119,5.39749e-07,6.29097e-05,2.87362e-05,0.01,7474.31,8.49503e-06,314.9,4.58518e-12,0.000172403,0.000383119,"ksynT","Atezoli"
"237",2.2017e-07,NA,Inf,0.00022017,0.000110085,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,0.00066051,0.0014678,6.15182e-07,0.000225869,0.000110094,0.01,7474.29,2.82475e-05,314.9,1.73773e-11,0.00066051,0.0014678,"ksynT","Atezoli"
"238",8.43512e-07,NA,Inf,0.000843512,0.000421756,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,0.00253054,0.00562341,1.20048e-06,0.000849333,0.00042179,0.01,7474.29,5.6102e-05,314.9,6.73495e-11,0.00253054,0.00562341,"ksynT","Atezoli"
"239",3.23165e-06,NA,Inf,0.00323165,0.00161583,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,0.00969496,0.0215443,3.57567e-06,0.00323754,0.00161596,0.01,7474.16,7.21672e-05,314.9,2.58046e-10,0.00969496,0.0215443,"ksynT","Atezoli"
"240",1.23811e-05,NA,Inf,0.0123811,0.00619053,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,0.0371432,0.0825404,1.2731e-05,0.012387,0.00619103,0.01,7473.72,7.76595e-05,314.9,9.88681e-10,0.0371432,0.0825404,"ksynT","Atezoli"
"241",4.74342e-05,NA,Inf,0.0474342,0.0237171,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,0.142302,0.316228,4.78312e-05,0.0474404,0.023719,0.01,7472,7.92242e-05,314.9,3.78939e-09,0.142302,0.316228,"ksynT","Atezoli"
"242",0.000181729,NA,Inf,0.181729,0.0908646,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,0.545187,1.21153,0.000182358,0.181737,0.0908719,0.01,7465.39,7.96678e-05,314.9,1.45281e-08,0.545187,1.21153,"ksynT","Atezoli"
"243",0.000696238,NA,Inf,0.696238,0.348119,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,2.08871,4.64159,0.000698658,0.696253,0.348147,0.01,7440.08,7.99355e-05,314.9,5.58475e-08,2.08871,4.64159,"ksynT","Atezoli"
"244",0.00266742,NA,Inf,2.66742,1.33371,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,8.00226,17.7828,0.0027138,2.66752,1.33382,0.01,7343.12,7.98795e-05,314.9,2.16777e-07,8.00226,17.7828,"ksynT","Atezoli"
"245",0.0102194,NA,Inf,10.2194,5.10969,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,30.6581,68.1292,0.0137886,10.222,5.11013,0.00999999,6971.67,6.34214e-05,314.9,8.74493e-07,30.6581,68.1292,"ksynT","Atezoli"
"246",0.0391524,NA,Inf,39.1524,19.5762,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,117.457,261.016,0.123912,39.1716,19.5783,0.00999995,5548.64,3.39229e-05,314.9,4.20347e-06,117.457,261.016,"ksynT","Atezoli"
"247",0.15,NA,Inf,150,75,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,450,1000,0.216936,150.004,75.3477,0.00981767,102.101,0.00304975,314.9,0.000661602,450,1000,"ksynT","Atezoli"
"248",0.00015,NA,Inf,0.15,750,0.01,7456.7,0.268254,NA,0,0.268269,6e-04,1e-04,0.000150567,0.150007,126.889,0.00999993,7467.18,0.04493,314.9,6.76497e-06,6e-04,1e-04,"keDT","Atezoli"
"249",0.00015,NA,Inf,0.15,195.762,0.01,7456.7,0.0700583,NA,0,0.070062,0.00229871,0.000383119,0.000150567,0.150007,99.2449,0.00999995,7467.13,0.0351585,314.9,5.2937e-06,0.00229871,0.000383119,"keDT","Atezoli"
"250",0.00015,NA,Inf,0.15,51.0969,0.01,7456.7,0.0183259,NA,0,0.0183269,0.0088068,0.0014678,0.000150567,0.150007,47.3883,0.00999998,7467.03,0.0168209,314.9,2.53267e-06,0.0088068,0.0014678,"keDT","Atezoli"
"251",0.00015,NA,Inf,0.15,13.3371,0.01,7456.7,0.004823,NA,0,0.00482326,0.0337405,0.00562341,0.000150567,0.150007,13.2888,0.00999999,7466.97,0.00475575,314.9,7.16057e-07,0.0337405,0.00562341,"keDT","Atezoli"
"252",0.00015,NA,Inf,0.15,3.48119,0.01,7456.7,0.00129851,NA,0,0.00129859,0.129266,0.0215443,0.000150567,0.150007,3.47756,0.01,7466.95,0.00128373,314.9,1.93288e-07,0.129266,0.0215443,"keDT","Atezoli"
"253",0.00015,NA,Inf,0.15,0.908646,0.01,7456.7,0.000378569,NA,0,0.000378593,0.495243,0.0825404,0.000150567,0.150007,0.908374,0.01,7466.95,0.000374541,314.9,5.63934e-08,0.495243,0.0825404,"keDT","Atezoli"
"254",0.00015,NA,Inf,0.15,0.237171,0.01,7456.7,0.000138448,NA,0,0.00013846,1.89737,0.316228,0.000150567,0.150007,0.237159,0.01,7466.95,0.000137008,314.9,2.06289e-08,1.89737,0.316228,"keDT","Atezoli"
"255",0.00015,NA,Inf,0.15,0.0619053,0.01,7456.7,7.57677e-05,NA,0,7.57816e-05,7.26917,1.21153,0.000150567,0.150007,0.061912,0.01,7466.95,7.4992e-05,314.9,1.12913e-08,7.26917,1.21153,"keDT","Atezoli"
"256",0.00015,NA,Inf,0.15,0.0161583,0.01,7456.7,5.93888e-05,NA,0,5.94216e-05,27.8495,4.64159,0.000150567,0.150007,0.0161662,0.01,7466.95,5.88031e-05,314.9,8.85379e-09,27.8495,4.64159,"keDT","Atezoli"
"257",0.00015,NA,Inf,0.15,0.00421756,0.01,7456.7,5.50432e-05,NA,0,5.51513e-05,106.697,17.7828,0.000150567,0.150007,0.0042256,0.01,7466.92,5.45786e-05,314.9,8.21776e-09,106.697,17.7828,"keDT","Atezoli"
"258",0.00015,NA,Inf,0.15,0.00110085,0.01,7456.7,5.36414e-05,NA,0,5.40367e-05,408.775,68.1292,0.000150567,0.150007,0.00110889,0.01,7466.95,5.34744e-05,314.9,8.05149e-09,408.775,68.1292,"keDT","Atezoli"
"259",0.00015,NA,Inf,0.15,0.000287339,0.01,7456.7,5.22776e-05,NA,0,5.37458e-05,1566.09,261.016,0.000150567,0.150007,0.000295382,0.01,7466.94,5.31875e-05,314.9,8.00829e-09,1566.09,261.016,"keDT","Atezoli"
"260",0.00015,NA,Inf,0.15,7.5e-05,0.01,7456.7,4.84627e-05,NA,0,5.36699e-05,6000,1000,0.000150567,0.150007,8.30429e-05,0.01,7466.94,5.30921e-05,314.9,7.99394e-09,6000,1000,"keDT","Atezoli"
"261",1.5,NA,Inf,0.15,0.075,0.01,7456.7,8.03224e-05,NA,0,8.04646e-05,5e-04,1e-04,0.00510811,0.149757,0.0793848,0.0100007,7466.95,0.857152,314.9,0.00437843,5e-04,1e-04,"koff_TL","Atezoli"
"262",0.391524,NA,Inf,0.15,0.075,0.01,7456.7,8.04178e-05,NA,0,8.04646e-05,0.00191559,0.000383119,0.00511911,0.14976,0.0778188,0.0100018,7466.95,0.549298,314.9,0.00281192,0.00191559,0.000383119,"koff_TL","Atezoli"
"263",0.102194,NA,Inf,0.15,0.075,0.01,7456.7,8.04428e-05,NA,0,8.04646e-05,0.007339,0.0014678,0.00552932,0.149769,0.0755606,0.0100013,7466.95,0.100183,314.9,0.000553946,0.007339,0.0014678,"koff_TL","Atezoli"
"264",0.0266742,NA,Inf,0.15,0.075,0.01,7456.7,8.04493e-05,NA,0,8.04646e-05,0.0281171,0.00562341,0.0115056,0.14986,0.0750093,0.01,7466.95,0.000283181,314.9,3.25816e-06,0.0281171,0.00562341,"koff_TL","Atezoli"
"265",0.00696238,NA,Inf,0.15,0.075,0.01,7456.7,8.0451e-05,NA,0,8.04646e-05,0.107722,0.0215443,0.054365,0.151716,0.0750065,0.01,7466.95,8.48643e-06,314.9,4.61365e-07,0.107722,0.0215443,"koff_TL","Atezoli"
"266",0.00181729,NA,Inf,0.15,0.075,0.01,7456.7,8.04514e-05,NA,0,8.04646e-05,0.412702,0.0825404,0.0414772,0.156099,0.0750061,0.01,7466.95,3.30523e-06,314.9,1.37092e-07,0.412702,0.0825404,"koff_TL","Atezoli"
"267",0.000474342,NA,Inf,0.15,0.075,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,1.58114,0.316228,0.000810509,0.150336,0.075006,0.01,7466.94,4.62503e-05,314.9,3.74863e-08,1.58114,0.316228,"koff_TL","Atezoli"
"268",0.000123811,NA,Inf,0.15,0.075,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,6.05764,1.21153,0.000124271,0.150007,0.075006,0.01,7466.94,7.9703e-05,314.9,9.9048e-09,6.05764,1.21153,"koff_TL","Atezoli"
"269",3.23165e-05,NA,Inf,0.15,0.075,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,23.2079,4.64159,3.30268e-05,0.150013,0.075006,0.01,7466.94,7.85304e-05,314.9,2.59361e-09,23.2079,4.64159,"koff_TL","Atezoli"
"270",8.43512e-06,NA,Inf,0.15,0.075,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,88.914,17.7828,1.07474e-05,0.150046,0.075006,0.01,7466.95,6.30422e-05,314.9,6.77538e-10,88.914,17.7828,"koff_TL","Atezoli"
"271",2.2017e-06,NA,Inf,0.15,0.075,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,340.646,68.1292,1.0726e-05,0.15017,0.075006,0.01,7466.95,1.64915e-05,314.9,1.76888e-10,340.646,68.1292,"koff_TL","Atezoli"
"272",5.74678e-07,NA,Inf,0.15,0.075,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,1305.08,261.016,3.3009e-05,0.150645,0.075006,0.01,7466.95,1.3988e-06,314.9,4.61731e-11,1305.08,261.016,"koff_TL","Atezoli"
"273",1.5e-07,NA,Inf,0.15,0.075,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,5000,1000,0.000125584,0.152463,0.075006,0.01,7466.94,9.59686e-08,314.9,1.20521e-11,5000,1000,"koff_TL","Atezoli"
"274",1.5e-08,NA,Inf,0.15,0.075,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,5e-05,1e-04,3.31589e-07,0.150006,0.075006,0.01,7466.94,3.6156e-06,314.9,1.19889e-12,5e-05,1e-04,"kon_TL","Atezoli"
"275",5.74678e-08,NA,Inf,0.15,0.075,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,0.000191559,0.000383119,3.74116e-07,0.150006,0.075006,0.01,7466.94,1.22775e-05,314.9,4.59319e-12,0.000191559,0.000383119,"kon_TL","Atezoli"
"276",2.2017e-07,NA,Inf,0.15,0.075,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,0.0007339,0.0014678,5.37055e-07,0.150006,0.075006,0.01,7466.94,3.27665e-05,314.9,1.75974e-11,0.0007339,0.0014678,"kon_TL","Atezoli"
"277",8.43512e-07,NA,Inf,0.15,0.075,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,0.00281171,0.00562341,1.16123e-06,0.150006,0.075006,0.01,7466.94,5.80581e-05,314.9,6.74189e-11,0.00281171,0.00562341,"kon_TL","Atezoli"
"278",3.23165e-06,NA,Inf,0.15,0.075,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,0.0107722,0.0215443,3.55272e-06,0.150006,0.075006,0.01,7466.94,7.27032e-05,314.9,2.58294e-10,0.0107722,0.0215443,"kon_TL","Atezoli"
"279",1.23811e-05,NA,Inf,0.15,0.075,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,0.0412702,0.0825404,1.27151e-05,0.150006,0.075006,0.01,7466.94,7.78268e-05,314.9,9.89573e-10,0.0412702,0.0825404,"kon_TL","Atezoli"
"280",4.74342e-05,NA,Inf,0.15,0.075,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,0.158114,0.316228,4.78205e-05,0.150006,0.075006,0.01,7466.95,7.92807e-05,314.9,3.79124e-09,0.158114,0.316228,"kon_TL","Atezoli"
"281",0.000181729,NA,Inf,0.15,0.075,0.01,7456.7,8.04516e-05,NA,0,8.04646e-05,0.605764,1.21153,0.000182361,0.150008,0.075006,0.01,7466.94,7.96494e-05,314.9,1.45249e-08,0.605764,1.21153,"kon_TL","Atezoli"
"282",0.000696238,NA,Inf,0.15,0.075,0.01,7456.7,8.04515e-05,NA,0,8.04646e-05,2.32079,4.64159,0.000698697,0.150014,0.0750061,0.01,7466.94,7.9645e-05,314.9,5.56477e-08,2.32079,4.64159,"kon_TL","Atezoli"
"283",0.00266742,NA,Inf,0.15,0.075,0.01,7456.7,8.04514e-05,NA,0,8.04646e-05,8.8914,17.7828,0.00270406,0.150076,0.0750062,0.01,7466.94,7.88432e-05,314.9,2.13197e-07,8.8914,17.7828,"kon_TL","Atezoli"
"284",0.0102194,NA,Inf,0.15,0.075,0.01,7456.7,8.04507e-05,NA,0,8.04646e-05,34.0646,68.1292,0.0115996,0.15095,0.0750068,0.00999999,7466.94,7.0416e-05,314.9,8.16797e-07,34.0646,68.1292,"kon_TL","Atezoli"
"285",0.0391524,NA,Inf,0.15,0.075,0.01,7456.7,8.04482e-05,NA,0,8.04646e-05,130.508,261.016,0.0645192,0.15527,0.0750091,0.00999997,7466.95,4.85017e-05,314.9,3.12929e-06,130.508,261.016,"kon_TL","Atezoli"
"286",0.15,NA,Inf,0.15,0.075,0.01,7456.7,8.04387e-05,NA,0,8.04646e-05,500,1000,0.182518,0.15194,0.0750179,0.0099999,7466.95,6.56855e-05,314.9,1.19888e-05,500,1000,"kon_TL","Atezoli"
"287",0.00015,NA,Inf,0.15,0.075,0.01,7456.7,5.364e-05,NA,0,5.36457e-05,3e-04,1e-04,0.000150567,0.150007,0.075004,0.01,7466.94,5.30877e-05,314.9,7.99324e-09,3e-04,1e-04,"koff_DT","Atezoli"
"288",0.00015,NA,Inf,0.15,0.075,0.01,7456.7,5.36475e-05,NA,0,5.36533e-05,0.00114936,0.000383119,0.000150567,0.150007,0.075004,0.01,7466.94,5.30952e-05,314.9,7.99438e-09,0.00114936,0.000383119,"koff_DT","Atezoli"
"289",0.00015,NA,Inf,0.15,0.075,0.01,7456.7,5.36766e-05,NA,0,5.36824e-05,0.0044034,0.0014678,0.000150567,0.150007,0.075004,0.01,7466.94,5.3124e-05,314.9,7.99871e-09,0.0044034,0.0014678,"koff_DT","Atezoli"
"290",0.00015,NA,Inf,0.15,0.075,0.01,7456.7,5.37881e-05,NA,0,5.37939e-05,0.0168702,0.00562341,0.000150567,0.150007,0.075004,0.01,7466.94,5.32343e-05,314.9,8.01532e-09,0.0168702,0.00562341,"koff_DT","Atezoli"
"291",0.00015,NA,Inf,0.15,0.075,0.01,7456.7,5.4215e-05,NA,0,5.42209e-05,0.064633,0.0215443,0.000150567,0.150007,0.0750041,0.01,7466.95,5.36568e-05,314.9,8.07894e-09,0.064633,0.0215443,"koff_DT","Atezoli"
"292",0.00015,NA,Inf,0.15,0.075,0.01,7456.7,5.58506e-05,NA,0,5.58569e-05,0.247621,0.0825404,0.000150567,0.150007,0.0750042,0.01,7466.94,5.52758e-05,314.9,8.32269e-09,0.247621,0.0825404,"koff_DT","Atezoli"
